Partial Array Size, Num Uncov Int, Num Edges
6625,3018,3460909
6630,3104,3658661
6630,3271,4055385
6630,3206,3891392
6630,3232,3968761
6630,3086,3617772
6630,3443,4493933
6630,3028,3484490
6630,3330,4208063
6630,3162,3789129
6630,3138,3742429
6635,3066,3562174
6635,3230,3960358
6635,3123,3698768
6635,2933,3275562
6635,3049,3534813
6635,3180,3834195
6635,3345,4233709
6635,3175,3819406
6635,3219,3937895
6635,3105,3650844
6640,3104,3655498
6640,3059,3546751
6640,2999,3405568
6640,3140,3733704
6640,3090,3618336
6640,3239,3984786
6640,2984,3381954
6640,3165,3799524
6640,3103,3648455
6640,3211,3885691
6645,2950,3305482
6645,3160,3784724
6645,3084,3614795
6645,3303,4136395
6645,3039,3496722
6645,2999,3408250
6645,3214,3915658
6645,3158,3794829
6645,3072,3570520
6645,3117,3691272
6650,2925,3248797
6650,3113,3663814
6650,2953,3313391
6650,3132,3716595
6650,3091,3616371
6650,2883,3161874
6650,3177,3814797
6650,3090,3621895
6650,3224,3941547
6650,2951,3305066
6655,3098,3643541
6655,2942,3286525
6655,3172,3803726
6655,3171,3813084
6655,2946,3295309
6655,2771,2914773
6655,2623,2616163
6655,3116,3691626
6655,2962,3336057
6655,3061,3554205
6660,3090,3602319
6660,2888,3162835
6660,2980,3366147
6660,3168,3799983
6660,3078,3599491
6660,2936,3278502
6660,2939,3282730
6660,2798,2975224
6660,3000,3405806
6660,3200,3878299
6665,3152,3754078
6665,2976,3367259
6665,3018,3448119
6665,3163,3788395
6665,3002,3422120
6665,3150,3753772
6665,3059,3541431
6665,3144,3742823
6665,2883,3158665
6665,2893,3178777
6670,2981,3364624
6670,3203,3887052
6670,2981,3376342
6670,2846,3070610
6670,2968,3340956
6670,2824,3023080
6670,2892,3176618
6670,3071,3565905
6670,2988,3379266
6670,2772,2917412
6675,2864,3114050
6675,2856,3090553
6675,2981,3357726
6675,2824,3027592
6675,2845,3064329
6675,3143,3748504
6675,2871,3130151
6675,2852,3084352
6675,2834,3043074
6675,2766,2911617
6680,2782,2940823
6680,3018,3451948
6680,2963,3330168
6680,3107,3653894
6680,2981,3342054
6680,2974,3344713
6680,3066,3547429
6680,3046,3509741
6680,2851,3089766
6680,2894,3181264
6685,2834,3048785
6685,2981,3379518
6685,3235,3959101
6685,3072,3578938
6685,3011,3435508
6685,2919,3231575
6685,3039,3490226
6685,2911,3213923
6685,2851,3079294
6685,2747,2866098
6690,2711,2793863
6690,2986,3370939
6690,2844,3049028
6690,2893,3175021
6690,2862,3108338
6690,2919,3233462
6690,3025,3470733
6690,2986,3375476
6690,2900,3189475
6690,2926,3245172
6695,2880,3145672
6695,2890,3155920
6695,2989,3368979
6695,2897,3172999
6695,2751,2872818
6695,2842,3068801
6695,2813,2998789
6695,2928,3255327
6695,2955,3312647
6695,2859,3085408
6700,2914,3212394
6700,2872,3134976
6700,2708,2787274
6700,2897,3174901
6700,2974,3359254
6700,2864,3102486
6700,2838,3048851
6700,2913,3227868
6700,2944,3273725
6700,2879,3137027
6705,2781,2927301
6705,2769,2906476
6705,2776,2918873
6705,2925,3240557
6705,2798,2969456
6705,2797,2961566
6705,2746,2870086
6705,2868,3128757
6705,3026,3467490
6705,2888,3171314
6710,2920,3234337
6710,2940,3278578
6710,3098,3640504
6710,2839,3058592
6710,2825,3024751
6710,2726,2821381
6710,2613,2587498
6710,2820,3012014
6710,2674,2711811
6710,2914,3210859
6715,2624,2616609
6715,2921,3235709
6715,2698,2761727
6715,2989,3395047
6715,2940,3275091
6715,2879,3141172
6715,2765,2899213
6715,3040,3495179
6715,2827,3024986
6715,3197,3848946
6720,2929,3249880
6720,2688,2734781
6720,2889,3161893
6720,2750,2869524
6720,2795,2968183
6720,2842,3067703
6720,2623,2602959
6720,2745,2852495
6720,2895,3167205
6720,2620,2606799
6725,2667,2691564
6725,2755,2877243
6725,2642,2646690
6725,2731,2829464
6725,2613,2589676
6725,2562,2489098
6725,2675,2715245
6725,2768,2894587
6725,2846,3068131
6725,2697,2743077
6730,2693,2755220
6730,2685,2737160
6730,2545,2461592
6730,2782,2939869
6730,2797,2969228
6730,2724,2811955
6730,2653,2678727
6730,2913,3223201
6730,2872,3132010
6730,2543,2446960
6735,3003,3407372
6735,2592,2550052
6735,2796,2955669
6735,2798,2969044
6735,2712,2779784
6735,2637,2636142
6735,2978,3365793
6735,2725,2819888
6735,2628,2621835
6735,2854,3086044
6740,2809,2985399
6740,2452,2282491
6740,2581,2529073
6740,2830,3022614
6740,2787,2937457
6740,2715,2784883
6740,2469,2307905
6740,2728,2822104
6740,2818,3003382
6740,2822,3017411
6745,2710,2785137
6745,2747,2856622
6745,2665,2684538
6745,2766,2895784
6745,2572,2510830
6745,2608,2578414
6745,2534,2439675
6745,2792,2951231
6745,2696,2759208
6745,2800,2969892
6750,2866,3112472
6750,2619,2595502
6750,2615,2590279
6750,2664,2680563
6750,2794,2962659
6750,2505,2374470
6750,2800,2965894
6750,2538,2444245
6750,2683,2729921
6750,2770,2900628
6755,2741,2852407
6755,2547,2460538
6755,2571,2506743
6755,2742,2848603
6755,2653,2670387
6755,2751,2861827
6755,2694,2754944
6755,2556,2485176
6755,2705,2770086
6755,2682,2731301
6760,2613,2590573
6760,2590,2544908
6760,2727,2813113
6760,2634,2630609
6760,2612,2584521
6760,2565,2498684
6760,2547,2450608
6760,2653,2658636
6760,2619,2598703
6760,2627,2618460
6765,2750,2866562
6765,2623,2609480
6765,2461,2291865
6765,2659,2687839
6765,2549,2457026
6765,2731,2818302
6765,2579,2519942
6765,2614,2585953
6765,2525,2419453
6765,2630,2622419
6770,2582,2527395
6770,2595,2552327
6770,2394,2173412
6770,2655,2667381
6770,2529,2416661
6770,2600,2567406
6770,2554,2469847
6770,2510,2388002
6770,2570,2506261
6770,2651,2665764
6775,2531,2427724
6775,2545,2452089
6775,2534,2438107
6775,2420,2219227
6775,2541,2447060
6775,2541,2447964
6775,2657,2667272
6775,2499,2368974
6775,2547,2454634
6775,2649,2660934
6780,2674,2711171
6780,2753,2858281
6780,2614,2590299
6780,2588,2531195
6780,2588,2537372
6780,2504,2377450
6780,2682,2721516
6780,2497,2370954
6780,2602,2555051
6780,2524,2417446
6785,2577,2525055
6785,2758,2867757
6785,2613,2576427
6785,2588,2538558
6785,2631,2614756
6785,2561,2481823
6785,2767,2898315
6785,2447,2270004
6785,2618,2602725
6785,2379,2151273
6790,2551,2468736
6790,2608,2579490
6790,2437,2249579
6790,2623,2609690
6790,2499,2367860
6790,2448,2266039
6790,2531,2428437
6790,2372,2137409
6790,2602,2572225
6790,2480,2333460
6795,2518,2390399
6795,2450,2269489
6795,2545,2455906
6795,2689,2732894
6795,2548,2461141
6795,2529,2425825
6795,2679,2707952
6795,2547,2451814
6795,2414,2205265
6795,2525,2409487
6800,2520,2395987
6800,2633,2626630
6800,2467,2318180
6800,2647,2648476
6800,2666,2684770
6800,2386,2158969
6800,2500,2368049
6800,2484,2328934
6800,2427,2236973
6800,2492,2345507
6805,2598,2553200
6805,2445,2267422
6805,2349,2091474
6805,2529,2416560
6805,2580,2516207
6805,2426,2236174
6805,2586,2525767
6805,2555,2468702
6805,2294,1997705
6805,2504,2372829
6810,2423,2221043
6810,2203,1843470
6810,2480,2331272
6810,2542,2443072
6810,2507,2382621
6810,2329,2056308
6810,2366,2120215
6810,2406,2179885
6810,2749,2849815
6810,2318,2044046
6815,2389,2161823
6815,2660,2673617
6815,2341,2084106
6815,2597,2544702
6815,2376,2146946
6815,2354,2106572
6815,2346,2085254
6815,2407,2192761
6815,2320,2037424
6815,2392,2172417
6820,2480,2329440
6820,2430,2239618
6820,2522,2404182
6820,2422,2214294
6820,2226,1880632
6820,2371,2124863
6820,2400,2174523
6820,2382,2146841
6820,2324,2046728
6820,2460,2284833
6825,2320,2039996
6825,2432,2244219
6825,2323,2053785
6825,2445,2270653
6825,2407,2195040
6825,2308,2025571
6825,2295,1995694
6825,2399,2182421
6825,2246,1911619
6825,2402,2191921
6830,2561,2474638
6830,2364,2110419
6830,2428,2224991
6830,2454,2279795
6830,2372,2133482
6830,2216,1870014
6830,2330,2055953
6830,2222,1876848
6830,2382,2153122
6830,2425,2228753
6835,2429,2225063
6835,2373,2137911
6835,2614,2588683
6835,2379,2149067
6835,2403,2185212
6835,2306,2018549
6835,2345,2089515
6835,2257,1929247
6835,2444,2265476
6835,2361,2112940
6840,2323,2044496
6840,2291,1993182
6840,2439,2253260
6840,2452,2275477
6840,2265,1944339
6840,2539,2442239
6840,2369,2128935
6840,2315,2035248
6840,2360,2120559
6840,2532,2429058
6845,2165,1773055
6845,2223,1875010
6845,2422,2227339
6845,2199,1835781
6845,2400,2183981
6845,2280,1975483
6845,2424,2223712
6845,2312,2026237
6845,2313,2026549
6845,2362,2104781
6850,2292,1993258
6850,2245,1908591
6850,2209,1844322
6850,2441,2252051
6850,2214,1854242
6850,2306,2013196
6850,2344,2073383
6850,2098,1667517
6850,2404,2191421
6850,2435,2246627
6855,2363,2116497
6855,2248,1918796
6855,2243,1912795
6855,2387,2159309
6855,2297,2001210
6855,2187,1817664
6855,2293,1997492
6855,2336,2064979
6855,2263,1932581
6855,2147,1749059
6860,2323,2044531
6860,2344,2083167
6860,2180,1796760
6860,2274,1961082
6860,2240,1898257
6860,2304,2012273
6860,2425,2223297
6860,2168,1778155
6860,2262,1939033
6860,2373,2128449
6865,2172,1792072
6865,2250,1922443
6865,2317,2030230
6865,2300,2007412
6865,2202,1837673
6865,2264,1944986
6865,2245,1911155
6865,2197,1836076
6865,2324,2041707
6865,2306,2007807
6870,2299,1999920
6870,2143,1737154
6870,2214,1855458
6870,2195,1827119
6870,2433,2232528
6870,2306,2017145
6870,2360,2103356
6870,2284,1970559
6870,2310,2016045
6870,2171,1787434
6875,2302,2003942
6875,2188,1812931
6875,2150,1756329
6875,2351,2093067
6875,2258,1938731
6875,2325,2041922
6875,2442,2261370
6875,2237,1882710
6875,2336,2065242
6875,2061,1606928
6880,2281,1974460
6880,2428,2227787
6880,2212,1853448
6880,2286,1973368
6880,2173,1791024
6880,2131,1722404
6880,2207,1851345
6880,2244,1902478
6880,2257,1929651
6880,2344,2077912
6885,2314,2027126
6885,2236,1900091
6885,2162,1777583
6885,2270,1951449
6885,2103,1681045
6885,2177,1794705
6885,2235,1890415
6885,2232,1880750
6885,2222,1865410
6885,2497,2365497
6890,2149,1749509
6890,2098,1662755
6890,2319,2038875
6890,2288,1990091
6890,2138,1730250
6890,2185,1812091
6890,2085,1646422
6890,2210,1841854
6890,2076,1638416
6890,2179,1796955
6895,2274,1960399
6895,2215,1863066
6895,1980,1485832
6895,2294,1994157
6895,2174,1788556
6895,2077,1636740
6895,2297,1996288
6895,2186,1810078
6895,2257,1926698
6895,2171,1777144
6900,2129,1715182
6900,2084,1649136
6900,2193,1818174
6900,2247,1918072
6900,2349,2091073
6900,2198,1823648
6900,2145,1742777
6900,2021,1548877
6900,2018,1546742
6900,2149,1751347
6905,2022,1552691
6905,2235,1885305
6905,2203,1849005
6905,2130,1716841
6905,2162,1770817
6905,2322,2042163
6905,2089,1653025
6905,2230,1879603
6905,2337,2067595
6905,2163,1772748
6910,2145,1742915
6910,2115,1695705
6910,2185,1809541
6910,2197,1824858
6910,2071,1627840
6910,2108,1680229
6910,2098,1670106
6910,2096,1664669
6910,2137,1734430
6910,2176,1798264
6915,2249,1915514
6915,2189,1805955
6915,2057,1602454
6915,2124,1709323
6915,2220,1868705
6915,2052,1595625
6915,2191,1814053
6915,2165,1775394
6915,2200,1828812
6915,2110,1680745
6920,1988,1500326
6920,2023,1552297
6920,2095,1666535
6920,2244,1896156
6920,2101,1668789
6920,2115,1695000
6920,2078,1640002
6920,2122,1707298
6920,2089,1652254
6920,2080,1642294
6925,1915,1389257
6925,1913,1386350
6925,2191,1814749
6925,2188,1812901
6925,2013,1531310
6925,2071,1628859
6925,2130,1718809
6925,2153,1757522
6925,2168,1775460
6925,2116,1694261
6930,2163,1776963
6930,2061,1610258
6930,2055,1604451
6930,2030,1563325
6930,2213,1857847
6930,1983,1489214
6930,2149,1748904
6930,2086,1649377
6930,2122,1699746
6930,2213,1851005
6935,1970,1470865
6935,2074,1631944
6935,2063,1611808
6935,1856,1303325
6935,1980,1479935
6935,1975,1479153
6935,1986,1491470
6935,2213,1849399
6935,2122,1703700
6935,2363,2104354
6940,2115,1690006
6940,1931,1414751
6940,2104,1677720
6940,1967,1468236
6940,2206,1842418
6940,2101,1671158
6940,2006,1524500
6940,2120,1699145
6940,1986,1494363
6940,2164,1777172
6945,1990,1500658
6945,1909,1382884
6945,2098,1664541
6945,2130,1715217
6945,1999,1517603
6945,2083,1641943
6945,2029,1557300
6945,2002,1520327
6945,2004,1523445
6945,2145,1738947
6950,2200,1824511
6950,2062,1613507
6950,1948,1435939
6950,2050,1591851
6950,2128,1709777
6950,2106,1675548
6950,1969,1471155
6950,2013,1541320
6950,1868,1327120
6950,2193,1823976
6955,2135,1722839
6955,2009,1526208
6955,2014,1539286
6955,2124,1711258
6955,2062,1612929
6955,2039,1580491
6955,2141,1731540
6955,2049,1593520
6955,2008,1530883
6955,2062,1600309
6960,1956,1451496
6960,1953,1449605
6960,2013,1532576
6960,1956,1447438
6960,2096,1670665
6960,2098,1659987
6960,2217,1857167
6960,1966,1466205
6960,2023,1547955
6960,1890,1352455
6965,1970,1471673
6965,1987,1486561
6965,1955,1439680
6965,1920,1395650
6965,2111,1679487
6965,1847,1293900
6965,1878,1338603
6965,2004,1519636
6965,2029,1559351
6965,1928,1411230
6970,1961,1459788
6970,2102,1665347
6970,2015,1531142
6970,1971,1470068
6970,1946,1438715
6970,1909,1379838
6970,1955,1449284
6970,1938,1420651
6970,2027,1552073
6970,1904,1373285
6975,1908,1382537
6975,1872,1325699
6975,2100,1658344
6975,2043,1576352
6975,2149,1742927
6975,1793,1217419
6975,1943,1433059
6975,2088,1642078
6975,2001,1511012
6975,1900,1368808
6980,1861,1313012
6980,2073,1626338
6980,1956,1446992
6980,1894,1357391
6980,1761,1176092
6980,1909,1385280
6980,1941,1421271
6980,2046,1584764
6980,2034,1568250
6980,1858,1311883
6985,1995,1503845
6985,2014,1533374
6985,2058,1604506
6985,1953,1443249
6985,2006,1510940
6985,2018,1542460
6985,1966,1466696
6985,1893,1361724
6985,1866,1318145
6985,1816,1253332
6990,1882,1338588
6990,2008,1528277
6990,1938,1422926
6990,1875,1331133
6990,1919,1396159
6990,2032,1563495
6990,1993,1499205
6990,1841,1285181
6990,1985,1496296
6990,1869,1329234
6995,1906,1376062
6995,1875,1337305
6995,1905,1379592
6995,2005,1519094
6995,1712,1112719
6995,1976,1477818
6995,2017,1542754
6995,2148,1749238
6995,2000,1515023
6995,1875,1329450
7000,1888,1347715
7000,1959,1458706
7000,2009,1522680
7000,1852,1299561
7000,1899,1363585
7000,1830,1266845
7000,1940,1422598
7000,1786,1209718
7000,1882,1339872
7000,1801,1233094
7005,1892,1358047
7005,1954,1439463
7005,1852,1301336
7005,1967,1460846
7005,1927,1405407
7005,1920,1397528
7005,1995,1506914
7005,1836,1273205
7005,1813,1248321
7005,1936,1418424
7010,1898,1363419
7010,1804,1232876
7010,1871,1327586
7010,1681,1075317
7010,1906,1379410
7010,1832,1274224
7010,1925,1404294
7010,1849,1291798
7010,1864,1316764
7010,1786,1209664
7015,1810,1243660
7015,1645,1029281
7015,1813,1246179
7015,1854,1300663
7015,1910,1381473
7015,1888,1347267
7015,1885,1347075
7015,1831,1266340
7015,1913,1379633
7015,1843,1280035
7020,1826,1267419
7020,1823,1257517
7020,1934,1409581
7020,1869,1322991
7020,1825,1258917
7020,1834,1273435
7020,1953,1443859
7020,1879,1337900
7020,1943,1422224
7020,1876,1332212
7025,1752,1164613
7025,1866,1317913
7025,1953,1445474
7025,1773,1189406
7025,1803,1226513
7025,1792,1221123
7025,1881,1339774
7025,1969,1469895
7025,1702,1095913
7025,1873,1329372
7030,1812,1244616
7030,1804,1233291
7030,1775,1195117
7030,1819,1252599
7030,1698,1091835
7030,1838,1278528
7030,1884,1342158
7030,1815,1244941
7030,1814,1245310
7030,1882,1339603
7035,1799,1223908
7035,1891,1351506
7035,1722,1125109
7035,1806,1239897
7035,1876,1331383
7035,1815,1248767
7035,1734,1140764
7035,1894,1360751
7035,1910,1380036
7035,1786,1209241
7040,1733,1137608
7040,1724,1128136
7040,1738,1141148
7040,1806,1226966
7040,1942,1427986
7040,1884,1348223
7040,1698,1095646
7040,1789,1208910
7040,1805,1231660
7040,1836,1271025
7045,1710,1111557
7045,1658,1038774
7045,1669,1056984
7045,1804,1231488
7045,1828,1269470
7045,1707,1105117
7045,1736,1141418
7045,1761,1176868
7045,1838,1278583
7045,1748,1161221
7050,1712,1110932
7050,1895,1350426
7050,1813,1245136
7050,1709,1103941
7050,1795,1218824
7050,1669,1056510
7050,1777,1196828
7050,1748,1149739
7050,1702,1098530
7050,1861,1310060
7055,1692,1081718
7055,1693,1086315
7055,1719,1115569
7055,1670,1058229
7055,1724,1126478
7055,1748,1156524
7055,1781,1197637
7055,1850,1298515
7055,1719,1117903
7055,1776,1199648
7060,1727,1126447
7060,1629,1008694
7060,1802,1229542
7060,1766,1175924
7060,1718,1118905
7060,1790,1213246
7060,1822,1251285
7060,1637,1014094
7060,1676,1066299
7060,1724,1119628
7065,1715,1112291
7065,1813,1236638
7065,1840,1278417
7065,1767,1186916
7065,1792,1211480
7065,1689,1077422
7065,1767,1180488
7065,1761,1171215
7065,1768,1181500
7065,1704,1097826
7070,1636,1014262
7070,1727,1127314
7070,1807,1226214
7070,1734,1138277
7070,1775,1192600
7070,1779,1200272
7070,1742,1149523
7070,1644,1021370
7070,1768,1184155
7070,1698,1092117
7075,1636,1013067
7075,1776,1193905
7075,1730,1131395
7075,1594,963238
7075,1783,1202075
7075,1809,1230413
7075,1751,1159422
7075,1658,1042491
7075,1705,1100958
7075,1872,1321593
7080,1581,947987
7080,1709,1107257
7080,1681,1070458
7080,1616,988790
7080,1709,1106274
7080,1600,967077
7080,1680,1067564
7080,1660,1039771
7080,1648,1026358
7080,1640,1015242
7085,1761,1171960
7085,1769,1186220
7085,1627,1001653
7085,1703,1096556
7085,1670,1054864
7085,1630,1005477
7085,1721,1113759
7085,1782,1198183
7085,1689,1081152
7085,1664,1052237
7090,1675,1061105
7090,1689,1076906
7090,1660,1039327
7090,1701,1090395
7090,1666,1048486
7090,1676,1062913
7090,1703,1099621
7090,1759,1168319
7090,1621,995234
7090,1616,990252
7095,1728,1128497
7095,1643,1023224
7095,1587,954295
7095,1596,967575
7095,1694,1085974
7095,1650,1029356
7095,1660,1040152
7095,1704,1102709
7095,1609,982015
7095,1633,1010654
7100,1705,1098789
7100,1766,1175995
7100,1659,1039474
7100,1699,1091393
7100,1713,1109344
7100,1778,1194578
7100,1691,1085756
7100,1597,968973
7100,1701,1095549
7100,1576,941555
7105,1754,1163224
7105,1719,1118236
7105,1602,975139
7105,1666,1046897
7105,1600,971326
7105,1620,991877
7105,1637,1013621
7105,1525,881536
7105,1618,993490
7105,1702,1097815
7110,1593,962330
7110,1599,969070
7110,1590,954672
7110,1595,962669
7110,1544,904450
7110,1606,975413
7110,1691,1075952
7110,1575,939825
7110,1639,1018545
7110,1721,1121755
7115,1621,993834
7115,1647,1028236
7115,1570,930113
7115,1716,1116499
7115,1546,907403
7115,1682,1069560
7115,1829,1261363
7115,1558,921190
7115,1539,896789
7115,1619,992567
7120,1675,1059336
7120,1545,902848
7120,1562,920742
7120,1596,965829
7120,1682,1069019
7120,1630,1007397
7120,1560,923088
7120,1781,1198626
7120,1579,944011
7120,1577,942348
7125,1672,1058512
7125,1665,1050899
7125,1697,1083348
7125,1509,866515
7125,1548,909281
7125,1744,1153006
7125,1546,906386
7125,1588,955432
7125,1583,949765
7125,1616,989495
7130,1570,934896
7130,1476,827315
7130,1574,934588
7130,1534,894790
7130,1413,759638
7130,1690,1080052
7130,1577,941685
7130,1736,1136451
7130,1596,964239
7130,1479,830210
7135,1487,837024
7135,1682,1065378
7135,1471,817934
7135,1538,896037
7135,1587,953819
7135,1549,909011
7135,1547,908760
7135,1604,969192
7135,1557,918015
7135,1565,928492
7140,1699,1092174
7140,1601,971812
7140,1650,1029300
7140,1645,1023205
7140,1543,899888
7140,1628,1006932
7140,1609,981975
7140,1648,1029180
7140,1540,901419
7140,1524,879587
7145,1647,1020767
7145,1573,938998
7145,1505,859921
7145,1462,808214
7145,1623,995923
7145,1432,777200
7145,1548,903863
7145,1560,920904
7145,1482,833001
7145,1587,950413
7150,1471,815544
7150,1580,947438
7150,1614,986355
7150,1562,921532
7150,1445,794091
7150,1531,887095
7150,1533,888297
7150,1494,846886
7150,1533,888703
7150,1535,896056
7155,1686,1070350
7155,1509,858726
7155,1537,891340
7155,1632,1007750
7155,1447,791786
7155,1512,866745
7155,1583,943749
7155,1494,844404
7155,1591,962735
7155,1685,1072236
7160,1480,829746
7160,1531,889874
7160,1578,940314
7160,1546,905981
7160,1568,930329
7160,1646,1026140
7160,1694,1081056
7160,1488,839934
7160,1556,918542
7160,1510,862136
7165,1616,988782
7165,1456,804250
7165,1597,964580
7165,1372,716831
7165,1648,1020815
7165,1485,837731
7165,1467,814563
7165,1458,802224
7165,1514,866689
7165,1422,766559
7170,1485,830934
7170,1411,755563
7170,1577,938762
7170,1463,811001
7170,1518,872122
7170,1395,738039
7170,1421,765474
7170,1536,893783
7170,1551,906364
7170,1519,872715
7175,1508,862096
7175,1530,884174
7175,1442,786767
7175,1520,871605
7175,1574,936557
7175,1639,1015921
7175,1415,757673
7175,1557,915630
7175,1526,883375
7175,1544,902172
7180,1447,792700
7180,1505,854088
7180,1509,858931
7180,1534,892751
7180,1527,882549
7180,1488,839659
7180,1357,700116
7180,1526,880630
7180,1519,868538
7180,1444,790581
7185,1514,870985
7185,1442,786099
7185,1423,766624
7185,1614,986925
7185,1534,889722
7185,1524,878032
7185,1407,750415
7185,1460,811292
7185,1488,837352
7185,1567,926275
7190,1391,733299
7190,1433,778680
7190,1434,778693
7190,1497,844630
7190,1460,804310
7190,1369,712203
7190,1553,908943
7190,1433,774148
7190,1575,940160
7190,1404,747125
7195,1496,843213
7195,1459,806738
7195,1548,906865
7195,1437,783414
7195,1381,721028
7195,1421,765779
7195,1645,1022439
7195,1415,758283
7195,1513,863244
7195,1402,743400
7200,1510,866201
7200,1457,803261
7200,1396,737787
7200,1366,709427
7200,1421,763618
7200,1394,734169
7200,1398,738505
7200,1427,772773
7200,1488,835189
7200,1455,801419
7205,1536,897043
7205,1509,858342
7205,1588,951367
7205,1439,786478
7205,1451,795288
7205,1397,737531
7205,1330,669019
7205,1431,775127
7205,1359,701881
7205,1432,776717
7210,1532,886796
7210,1417,760162
7210,1463,805964
7210,1492,838703
7210,1366,705262
7210,1435,777236
7210,1443,785524
7210,1386,724780
7210,1503,852383
7210,1405,746226
7215,1363,703467
7215,1466,814405
7215,1299,637403
7215,1427,768428
7215,1380,721339
7215,1448,792256
7215,1364,702978
7215,1501,849468
7215,1486,833127
7215,1383,722942
7220,1303,642405
7220,1451,796521
7220,1271,610743
7220,1407,748924
7220,1420,760696
7220,1378,714663
7220,1438,780294
7220,1395,733771
7220,1319,659091
7220,1429,773347
7225,1428,768947
7225,1452,798478
7225,1504,854873
7225,1288,626981
7225,1404,747424
7225,1278,619168
7225,1437,779737
7225,1449,792695
7225,1340,681871
7225,1408,751210
7230,1459,806879
7230,1373,713580
7230,1323,664344
7230,1377,716595
7230,1385,725380
7230,1328,668538
7230,1356,696126
7230,1457,803296
7230,1467,813509
7230,1333,674041
7235,1265,605450
7235,1415,759796
7235,1322,659698
7235,1301,641285
7235,1447,791059
7235,1450,796304
7235,1291,633543
7235,1420,762396
7235,1375,717771
7235,1327,668663
7240,1338,678682
7240,1241,584226
7240,1259,602427
7240,1408,750283
7240,1416,756641
7240,1537,890560
7240,1269,609514
7240,1510,857464
7240,1355,694165
7240,1355,695289
7245,1437,777919
7245,1422,767582
7245,1272,613891
7245,1396,736870
7245,1363,702008
7245,1312,652805
7245,1333,672952
7245,1312,650047
7245,1412,755278
7245,1373,712247
7250,1298,636145
7250,1436,782056
7250,1344,683647
7250,1367,706993
7250,1390,730275
7250,1319,659274
7250,1383,725308
7250,1254,596486
7250,1323,660068
7250,1369,710747
7255,1300,639310
7255,1335,674287
7255,1363,704963
7255,1295,633874
7255,1346,686863
7255,1405,746434
7255,1235,576877
7255,1334,677291
7255,1259,601203
7255,1451,794696
7260,1268,608275
7260,1380,720848
7260,1272,612037
7260,1252,592305
7260,1172,521381
7260,1425,766792
7260,1352,692158
7260,1427,767657
7260,1385,725518
7260,1323,662860
7265,1364,704001
7265,1421,762334
7265,1296,637037
7265,1385,725333
7265,1266,608304
7265,1451,795430
7265,1220,563578
7265,1284,625004
7265,1355,693206
7265,1362,703044
7270,1365,706917
7270,1446,789279
7270,1354,695187
7270,1407,748679
7270,1400,739876
7270,1351,690928
7270,1249,590106
7270,1182,530214
7270,1393,733977
7270,1298,635590
7275,1308,646708
7275,1468,810134
7275,1225,568591
7275,1364,703038
7275,1412,754479
7275,1278,617376
7275,1338,676826
7275,1327,667737
7275,1328,669124
7275,1351,689331
7280,1221,564851
7280,1361,701112
7280,1448,790035
7280,1243,587357
7280,1226,566652
7280,1264,606152
7280,1272,611339
7280,1313,652190
7280,1267,608062
7280,1304,644833
