Partial Array Size, Num Uncov Int, Num Edges
7285,1216,560986
7285,1380,720864
7285,1216,558539
7285,1298,639953
7285,1305,644961
7285,1296,637121
7285,1354,693023
7285,1219,562938
7285,1262,602550
7285,1229,569043
7290,1241,584558
7290,1222,567338
7290,1373,714482
7290,1230,573355
7290,1199,546208
7290,1228,572496
7290,1309,649693
7290,1338,675881
7290,1256,598552
7290,1296,635412
7295,1316,651599
7295,1304,641895
7295,1169,517377
7295,1334,673213
7295,1287,625341
7295,1245,585823
7295,1266,605759
7295,1160,510785
7295,1416,758874
7295,1311,651045
7300,1164,512664
7300,1310,646291
7300,1232,577527
7300,1184,532286
7300,1237,580316
7300,1283,621475
7300,1271,613049
7300,1334,675592
7300,1198,545273
7300,1232,575286
7305,1268,609152
7305,1199,544945
7305,1261,601157
7305,1269,610906
7305,1336,672431
7305,1252,591143
7305,1286,627655
7305,1198,543974
7305,1222,565700
7305,1226,569062
7310,1347,685435
7310,1210,553632
7310,1269,608488
7310,1143,494329
7310,1246,585849
7310,1134,485649
7310,1196,541932
7310,1243,585392
7310,1222,564149
7310,1216,558444
7315,1263,601737
7315,1294,632336
7315,1315,653333
7315,1196,540683
7315,1248,590767
7315,1220,559979
7315,1308,643321
7315,1249,588412
7315,1176,524637
7315,1281,619186
7320,1248,587379
7320,1245,587522
7320,1301,639554
7320,1220,561608
7320,1171,518490
7320,1218,561519
7320,1198,543440
7320,1213,556860
7320,1143,494940
7320,1157,508936
7325,1142,494096
7325,1289,629068
7325,1238,579727
7325,1220,562886
7325,1178,526353
7325,1312,650922
7325,1207,550075
7325,1124,478538
7325,1237,579200
7325,1271,610889
7330,1323,657946
7330,1175,521719
7330,1210,556302
7330,1258,596294
7330,1252,592541
7330,1055,422125
7330,1206,550204
7330,1243,584192
7330,1293,629534
7330,1161,509528
7335,1264,602255
7335,1223,564557
7335,1184,529388
7335,1103,461020
7335,1221,563911
7335,1196,541290
7335,1221,564712
7335,1171,518921
7335,1250,591048
7335,1247,586968
7340,1222,563356
7340,1212,552199
7340,1236,576609
7340,1273,614973
7340,1250,591695
7340,1112,468455
7340,1261,598952
7340,1279,617464
7340,1214,556373
7340,1208,553122
7345,1203,546203
7345,1187,533707
7345,1178,525585
7345,1353,692151
7345,1148,499930
7345,1137,487822
7345,1165,513155
7345,1183,526439
7345,1086,447290
7345,1218,561942
7350,1225,567814
7350,1132,482738
7350,1131,485415
7350,1126,478071
7350,1116,471842
7350,1222,564112
7350,1100,459086
7350,1254,596062
7350,1240,581745
7350,1157,505757
7355,1212,557143
7355,1170,516863
7355,1115,469819
7355,1200,544571
7355,1133,484252
7355,1149,499387
7355,1084,442531
7355,1081,443642
7355,1108,466833
7355,1118,475610
7360,1234,575880
7360,1082,443530
7360,1171,517231
7360,1125,479219
7360,1180,526249
7360,1232,573456
7360,1163,510880
7360,1066,430883
7360,1127,479142
7360,1116,471146
7365,1073,436074
7365,1087,448782
7365,1143,493497
7365,1148,498938
7365,1065,427715
7365,1188,533648
7365,1090,449198
7365,1074,436273
7365,1119,472939
7365,1180,524785
7370,1174,522275
7370,1176,522786
7370,1158,507833
7370,1154,501748
7370,1137,487948
7370,1118,473535
7370,1091,451408
7370,1249,590739
7370,1169,516802
7370,1175,519369
7375,1133,482805
7375,1230,570496
7375,1064,428784
7375,1162,510151
7375,1036,406706
7375,1170,516435
7375,1098,454961
7375,1084,444618
7375,1198,542603
7375,1154,502649
7380,1150,499127
7380,1160,508854
7380,1175,519452
7380,1176,524654
7380,1084,445892
7380,1158,507110
7380,1105,462579
7380,1146,496452
7380,1155,506240
7380,1105,461873
7385,1104,458832
7385,1202,548313
7385,1038,407056
7385,1163,510986
7385,1059,426357
7385,1131,483427
7385,1005,382842
7385,1160,507603
7385,1098,455594
7385,1124,477022
7390,1170,518538
7390,1082,443272
7390,1162,507098
7390,1090,449599
7390,1073,436882
7390,1147,498154
7390,1020,393694
7390,1168,515358
7390,1095,454998
7390,1123,477446
7395,1048,415789
7395,1090,449216
7395,1048,417340
7395,1055,422611
7395,1095,455200
7395,1062,426078
7395,1123,476495
7395,1103,460871
7395,1198,542522
7395,1058,421425
7400,1081,442115
7400,1122,476769
7400,1096,454721
7400,1138,489144
7400,1069,431246
7400,1055,421605
7400,1178,523289
7400,1077,440057
7400,1075,437678
7400,1028,401829
7405,1077,440164
7405,1024,398363
7405,1075,435832
7405,1019,394336
7405,1116,469528
7405,1067,430244
7405,1031,401789
7405,1060,423377
7405,1031,401780
7405,1090,449394
7410,1069,431828
7410,1277,617364
7410,1194,537843
7410,1147,498266
7410,1048,415375
7410,1089,450174
7410,1088,448386
7410,1086,447366
7410,1018,391903
7410,1011,387182
7415,1145,494122
7415,1056,421726
7415,989,370027
7415,990,371713
7415,1052,420073
7415,1168,514703
7415,989,370026
7415,994,373874
7415,1057,422497
7415,1018,389385
7420,1169,515445
7420,1017,391021
7420,1111,467149
7420,991,372782
7420,1130,482058
7420,994,373583
7420,1097,455908
7420,949,340823
7420,1039,410330
7420,1230,571728
7425,1101,456744
7425,1100,457980
7425,1080,440553
7425,1019,393017
7425,1110,465907
7425,1005,382158
7425,1116,470263
7425,1044,412765
7425,1053,419841
7425,1068,430159
7430,1116,470264
7430,1140,492511
7430,979,362819
7430,1043,410268
7430,1059,423029
7430,1063,426604
7430,1034,405233
7430,1034,404492
7430,1098,456154
7430,964,351027
7435,1055,421173
7435,956,346938
7435,924,323893
7435,1029,402698
7435,1074,435463
7435,1112,468692
7435,1014,388742
7435,1049,415260
7435,1034,403800
7435,1130,482461
7440,937,331923
7440,1015,390296
7440,1096,451136
7440,952,342504
7440,1135,484165
7440,1059,425268
7440,1033,403851
7440,1077,438568
7440,1037,406089
7440,1051,417551
7445,1066,429293
7445,1044,411793
7445,1085,447724
7445,1029,401012
7445,988,367840
7445,944,337041
7445,1010,387404
7445,1016,391062
7445,1074,434659
7445,980,363295
7450,998,375995
7450,1069,433166
7450,1006,382581
7450,946,339116
7450,1031,401107
7450,1086,445686
7450,1016,391439
7450,1037,407713
7450,1030,402392
7450,1102,457997
7455,991,371646
7455,927,324901
7455,988,370188
7455,970,356024
7455,1012,386635
7455,997,375258
7455,948,340592
7455,973,359746
7455,965,353064
7455,976,361564
7460,1004,380760
7460,1033,402291
7460,1001,379480
7460,932,328581
7460,1038,407879
7460,1108,464608
7460,1009,385149
7460,915,316890
7460,1063,425212
7460,1020,393673
7465,1050,417351
7465,1039,408477
7465,1050,418226
7465,958,345848
7465,1018,392146
7465,1034,403904
7465,954,342779
7465,1047,413073
7465,912,315060
7465,1024,396451
7470,1044,411338
7470,1032,401921
7470,980,363137
7470,990,370016
7470,1102,458083
7470,994,371871
7470,971,357438
7470,952,341269
7470,1012,386975
7470,1007,385089
7475,954,343535
7475,886,295519
7475,868,285669
7475,958,346718
7475,1089,446285
7475,956,346801
7475,974,357146
7475,947,339696
7475,1085,443758
7475,927,325751
7480,1072,435183
7480,934,329137
7480,989,371142
7480,925,323097
7480,910,312908
7480,984,366650
7480,989,367723
7480,1003,376678
7480,1047,414262
7480,1053,417558
7485,998,376262
7485,1035,403415
7485,1043,409799
7485,932,328344
7485,978,363244
7485,974,359815
7485,960,348656
7485,1017,389706
7485,943,335876
7485,1017,390749
7490,847,272754
7490,894,301609
7490,1060,423883
7490,932,328856
7490,1015,389926
7490,904,309687
7490,938,333954
7490,992,372791
7490,990,370826
7490,1022,396003
7495,935,331560
7495,893,301424
7495,996,375401
7495,1010,385340
7495,923,321419
7495,931,327550
7495,951,341951
7495,973,357241
7495,1016,388915
7495,867,284447
7500,887,298477
7500,924,322823
7500,970,355353
7500,938,331234
7500,948,340155
7500,1027,397306
7500,1040,407520
7500,1044,411500
7500,922,320070
7500,934,330092
7505,917,318047
7505,1043,412283
7505,1005,382356
7505,913,314678
7505,853,275805
7505,944,337680
7505,928,325316
7505,953,344129
7505,973,356941
7505,989,368185
7510,950,342105
7510,992,371712
7510,972,355107
7510,949,341598
7510,887,297492
7510,982,365233
7510,1047,415134
7510,984,366272
7510,997,375596
7510,818,250667
7515,1004,380998
7515,1010,384937
7515,993,372651
7515,903,308629
7515,900,305505
7515,887,296793
7515,886,295339
7515,982,364675
7515,874,289678
7515,859,279593
7520,889,299384
7520,934,329360
7520,975,359958
7520,991,371126
7520,915,315750
7520,991,372548
7520,917,317182
7520,881,293898
7520,972,355798
7520,920,320035
7525,893,302627
7525,966,352252
7525,877,290061
7525,875,289556
7525,884,296357
7525,959,347526
7525,869,287069
7525,866,284033
7525,1021,391914
7525,852,274168
7530,928,326498
7530,892,300072
7530,926,324982
7530,986,365600
7530,921,321179
7530,916,317814
7530,888,296827
7530,860,280115
7530,896,303262
7530,905,307531
7535,888,297235
7535,977,360248
7535,893,303316
7535,886,297606
7535,959,346412
7535,898,304564
7535,999,376163
7535,930,326687
7535,988,366181
7535,953,341249
7540,825,257395
7540,859,279858
7540,874,289243
7540,941,334569
7540,845,270675
7540,911,314883
7540,849,274144
7540,960,345420
7540,861,279613
7540,958,345650
7545,952,342095
7545,820,254511
7545,948,340539
7545,856,277101
7545,877,292448
7545,882,293970
7545,949,338997
7545,880,291020
7545,918,317554
7545,879,291082
7550,787,234507
7550,855,276715
7550,945,337843
7550,850,273387
7550,943,335738
7550,935,327312
7550,906,310322
7550,855,276613
7550,912,313861
7550,873,287888
7555,916,316736
7555,911,313255
7555,935,329461
7555,880,291655
7555,1001,380247
7555,849,272084
7555,910,313631
7555,825,257432
7555,950,341683
7555,897,301877
7560,893,301968
7560,821,254475
7560,819,254046
7560,963,347019
7560,880,292798
7560,934,331068
7560,850,273979
7560,914,315796
7560,957,345125
7560,870,286603
7565,827,258273
7565,833,262992
7565,869,286044
7565,799,242858
7565,847,270983
7565,932,327737
7565,900,305934
7565,836,263712
7565,946,338359
7565,803,244225
7570,827,258935
7570,830,260635
7570,905,308842
7570,905,308444
7570,857,277551
7570,803,242855
7570,822,255066
7570,877,291181
7570,849,272479
7570,879,293088
7575,797,240143
7575,882,295009
7575,812,249155
7575,875,289141
7575,874,288970
7575,837,263855
7575,770,223213
7575,920,320071
7575,834,263677
7575,829,260102
7580,875,287436
7580,860,279935
7580,808,247238
7580,799,242120
7580,834,264007
7580,904,308307
7580,842,267674
7580,848,272093
7580,893,302674
7580,874,288401
7585,846,270629
7585,830,258630
7585,796,240225
7585,786,233436
7585,860,278865
7585,853,275661
7585,763,220086
7585,858,278628
7585,819,254062
7585,864,280478
7590,847,270877
7590,868,284524
7590,866,283619
7590,774,227350
7590,847,272673
7590,916,316269
7590,868,283900
7590,809,247614
7590,895,301586
7590,880,293259
7595,869,285666
7595,842,267494
7595,825,256455
7595,889,298040
7595,858,277488
7595,879,290897
7595,753,213864
7595,820,255363
7595,709,190507
7595,857,277333
7600,863,280466
7600,881,293151
7600,821,252999
7600,758,216515
7600,849,271439
7600,757,216761
7600,781,230265
7600,790,235777
7600,841,266504
7600,832,261999
7605,915,316191
7605,808,247383
7605,811,248101
7605,855,277050
7605,751,213456
7605,860,280289
7605,855,276325
7605,889,298673
7605,855,277559
7605,790,236317
7610,773,225789
7610,843,268233
7610,793,238187
7610,858,277871
7610,867,283762
7610,882,294850
7610,805,244428
7610,854,275936
7610,876,290230
7610,867,284288
7615,721,197704
7615,794,239414
7615,836,262208
7615,728,200472
7615,793,237614
7615,895,301645
7615,791,236289
7615,812,249905
7615,772,224554
7615,823,256464
7620,830,259922
7620,840,265881
7620,809,246044
7620,817,251529
7620,854,274649
7620,766,222114
7620,847,271119
7620,833,262009
7620,789,236308
7620,853,274674
7625,754,215709
7625,906,308123
7625,817,251130
7625,770,224202
7625,833,262204
7625,751,213588
7625,860,279677
7625,823,255087
7625,826,257215
7625,834,261638
7630,752,213946
7630,798,241110
7630,774,227102
7630,834,263704
7630,795,238075
7630,825,256862
7630,738,206508
7630,816,253099
7630,857,276531
7630,830,260331
7635,759,217770
7635,833,261990
7635,802,241506
7635,869,283668
7635,885,294441
7635,892,301344
7635,781,230716
7635,809,246588
7635,810,248316
7635,858,277770
7640,737,205483
7640,748,211022
7640,751,213708
7640,836,263402
7640,772,226384
7640,757,215902
7640,772,224721
7640,938,330880
7640,820,253821
7640,782,230885
7645,820,253712
7645,830,258255
7645,765,221565
7645,774,225535
7645,762,219992
7645,871,284319
7645,764,220893
7645,793,236054
7645,826,256485
7645,708,189779
7650,829,259643
7650,808,246612
7650,785,232937
7650,785,231518
7650,739,206714
7650,812,249842
7650,734,204046
7650,775,227140
7650,797,238680
7650,739,206558
7655,752,214485
7655,722,197861
7655,788,234779
7655,694,182041
7655,778,228545
7655,692,181434
7655,766,221042
7655,756,215560
7655,815,251495
7655,765,221318
7660,793,237035
7660,743,209514
7660,781,228511
7660,745,209770
7660,776,227909
7660,732,202810
7660,749,211783
7660,795,238662
7660,791,235870
7660,850,272326
7665,681,174636
7665,750,213405
7665,724,199696
7665,824,255990
7665,749,212480
7665,753,213810
7665,680,175621
7665,706,188646
7665,787,233141
7665,720,195294
7670,701,185816
7670,825,256316
7670,915,315992
7670,709,189971
7670,753,213047
7670,716,193367
7670,720,195523
7670,797,240598
7670,759,217532
7670,758,217168
7675,733,202159
7675,710,191257
7675,745,209366
7675,793,236957
7675,747,209885
7675,746,210213
7675,725,198864
7675,685,177365
7675,741,207213
7675,720,195938
7680,797,238552
7680,746,210738
7680,717,194692
7680,780,229844
7680,691,181067
7680,710,191407
7680,723,197318
7680,749,212625
7680,722,196755
7680,753,214516
7685,796,239095
7685,722,197778
7685,777,227829
7685,684,177270
7685,780,228971
7685,740,207019
7685,731,201975
7685,731,201445
7685,740,206937
7685,738,205728
7690,759,216340
7690,743,208800
7690,744,209988
7690,723,197293
7690,673,170598
7690,743,209081
7690,750,212332
7690,732,201720
7690,792,236812
7690,691,180587
7695,697,183310
7695,772,224473
7695,691,179969
7695,749,212499
7695,685,177243
7695,756,216722
7695,744,208941
7695,718,194992
7695,792,236808
7695,774,227356
7700,762,218004
7700,720,196270
7700,667,168385
7700,836,264418
7700,764,221486
7700,691,180338
7700,690,179764
7700,731,201678
7700,661,164898
7700,710,191135
7705,706,188540
7705,682,176495
7705,751,213007
7705,695,182556
7705,701,185366
7705,743,208898
7705,634,152305
7705,752,212284
7705,701,185800
7705,759,216076
7710,769,222870
7710,724,198100
7710,662,165275
7710,728,200475
7710,679,174485
7710,744,208692
7710,691,180702
7710,718,193050
7710,738,205992
7710,777,228087
7715,792,238175
7715,653,160844
7715,746,210151
7715,671,170248
7715,697,183800
7715,705,187340
7715,687,178456
7715,658,164116
7715,703,186863
7715,812,248625
7720,748,210711
7720,734,203141
7720,806,245064
7720,731,200062
7720,689,179428
7720,676,173187
7720,695,182056
7720,717,194516
7720,714,192702
7720,714,192287
7725,710,189884
7725,717,194110
7725,710,190210
7725,681,175101
7725,684,175759
7725,726,198679
7725,744,209006
7725,708,189693
7725,753,214735
7725,746,210547
7730,711,189626
7730,670,169888
7730,667,167727
7730,767,221362
7730,714,191975
7730,711,189515
7730,702,185975
7730,741,205216
7730,659,163770
7730,726,199142
7735,707,188748
7735,679,173675
7735,652,159916
7735,708,188817
7735,676,171894
7735,703,187017
7735,716,193157
7735,728,200449
7735,667,168025
7735,633,151154
7740,697,183862
7740,658,163159
7740,719,195443
7740,654,162183
7740,629,149074
7740,701,184249
7740,708,189599
7740,675,171369
7740,666,167919
7740,670,169302
7745,707,188844
7745,634,151632
7745,698,184620
7745,672,170611
7745,670,168514
7745,646,157475
7745,708,189595
7745,705,187210
7745,690,179494
7745,632,151502
7750,740,205565
7750,611,140742
7750,619,144815
7750,723,197619
7750,754,214487
7750,660,165076
7750,677,173547
7750,690,179645
7750,691,180083
7750,695,182858
7755,675,171856
7755,672,168938
7755,645,157345
7755,616,143523
7755,654,161803
7755,671,169468
7755,637,152991
7755,626,148224
7755,741,205964
7755,633,151173
7760,588,130635
7760,643,155847
7760,662,165106
7760,717,193068
7760,667,167861
7760,710,189320
7760,620,145378
7760,651,159848
7760,675,171790
7760,702,186830
7765,651,160611
7765,685,176838
7765,701,183868
7765,639,154473
7765,685,177072
7765,674,171899
7765,731,201246
7765,684,176455
7765,709,189583
7765,614,143208
7770,640,155014
7770,645,157207
7770,690,180043
7770,611,141074
7770,635,152679
7770,666,167589
7770,673,171138
7770,719,192692
7770,710,190113
7770,640,154864
7775,650,159200
7775,655,162155
7775,730,200610
7775,626,148129
7775,717,194226
7775,691,180363
7775,621,145147
7775,669,169656
7775,646,157473
7775,741,208238
7780,746,209936
7780,648,158979
7780,638,154332
7780,605,138244
7780,626,147726
7780,695,181910
7780,619,145523
7780,665,166324
7780,590,132316
7780,698,183337
7785,654,161540
7785,688,178837
7785,624,146773
7785,561,118925
7785,687,178769
7785,646,157255
7785,643,155798
7785,601,136154
7785,590,132062
7785,623,146319
7790,670,169356
7790,665,165655
7790,685,175675
7790,610,138860
7790,635,151641
7790,630,150240
7790,659,163720
7790,727,198733
7790,598,135928
7790,634,152106
7795,591,131499
7795,665,166299
7795,638,153994
7795,642,155858
7795,541,109677
7795,620,143882
7795,608,139732
7795,598,134987
7795,655,162029
7795,700,184740
7800,606,138988
7800,627,148031
7800,693,181717
7800,569,121730
7800,611,140539
7800,644,157164
7800,696,183375
7800,624,147216
7800,666,167926
7800,648,159000
7805,579,125663
7805,588,130632
7805,606,138718
7805,629,150097
7805,545,112294
7805,606,139268
7805,615,142459
7805,677,172917
7805,623,147096
7805,605,137696
7810,590,131671
7810,614,141926
7810,593,132185
7810,699,183609
7810,565,120669
7810,589,131504
7810,600,135319
7810,629,149286
7810,618,144532
7810,600,135805
7815,684,176872
7815,609,140581
7815,585,129223
7815,657,162234
7815,586,129185
7815,681,175049
7815,670,168585
7815,589,131428
7815,576,125499
7815,597,133665
7820,626,147729
7820,603,138141
7820,583,128904
7820,622,146276
7820,639,153651
7820,585,128603
7820,582,127936
7820,632,149355
7820,590,131372
7820,626,147378
7825,549,113874
7825,573,123613
7825,567,120837
7825,613,141920
7825,637,152960
7825,572,123556
7825,638,153398
7825,602,137017
7825,651,158871
7825,605,138218
7830,637,153614
7830,563,119853
7830,661,163722
7830,602,137141
7830,596,134314
7830,588,130859
7830,608,139959
7830,622,146637
7830,618,144343
7830,587,130453
7835,563,119615
7835,636,152657
7835,621,145596
7835,565,120950
7835,595,133002
7835,571,123774
7835,594,132089
7835,621,145157
7835,608,139213
7835,658,162295
7840,607,139174
7840,602,137393
7840,649,158031
7840,570,122597
7840,602,136845
7840,526,105035
7840,550,113993
7840,662,163585
7840,619,144777
7840,563,119248
7845,586,129629
7845,604,137370
7845,614,142352
7845,615,143427
7845,630,149712
7845,577,125230
7845,590,131356
7845,579,127050
7845,631,150118
7845,613,142905
7850,632,150474
7850,606,138488
7850,597,135013
7850,561,118510
7850,628,148701
7850,568,121567
7850,552,115119
7850,557,117483
7850,583,128226
7850,595,133920
7855,593,132421
7855,592,132127
7855,611,140325
7855,602,136986
7855,588,129890
7855,619,145329
7855,597,134313
7855,588,130925
7855,612,141525
7855,608,139777
7860,593,132863
7860,615,142171
7860,633,151018
7860,530,105308
7860,574,124197
7860,554,116040
7860,558,117532
7860,553,115377
7860,557,117317
7860,585,129342
7865,547,113036
7865,602,137378
7865,549,114281
7865,587,130096
7865,588,130663
7865,566,120643
7865,498,93360
7865,620,145180
7865,580,125713
7865,624,146937
7870,595,133305
7870,539,109464
7870,576,125321
7870,560,118760
7870,527,104849
7870,589,130727
7870,569,122398
7870,536,108761
7870,538,108923
7870,616,143278
7875,633,151731
7875,559,117707
7875,518,101301
7875,539,110479
7875,644,156413
7875,530,106092
7875,545,112512
7875,517,101237
7875,573,123953
7875,615,141939
7880,514,100232
7880,550,114442
7880,552,115353
7880,588,131060
7880,625,147222
7880,527,105007
7880,573,124074
7880,530,105825
7880,556,116638
7880,560,118293
7885,599,135864
7885,546,112880
7885,579,126492
7885,569,121678
7885,565,120913
7885,524,103578
7885,590,131580
7885,537,108539
7885,553,115254
7885,575,124047
7890,550,114041
7890,536,108653
7890,550,114809
7890,611,140224
7890,569,122787
7890,525,104280
7890,529,105753
7890,506,96746
7890,541,109342
7890,559,118446
7895,580,126961
7895,571,123479
7895,579,126371
7895,551,115012
7895,618,144615
7895,526,104962
7895,530,106066
7895,515,100172
7895,501,95046
7895,560,118616
7900,588,130447
7900,584,127930
7900,503,95344
7900,531,106430
7900,553,115512
7900,570,122327
7900,558,116595
7900,531,107124
7900,572,122754
7900,569,123083
7905,620,144804
7905,558,117883
7905,516,100266
7905,547,112339
7905,546,112633
7905,501,94649
7905,542,111152
7905,557,116595
7905,540,110627
7905,536,108860
7910,468,83069
7910,564,119934
7910,552,115212
7910,523,103005
7910,540,110501
7910,535,107950
7910,552,115233
7910,516,99966
7910,552,114688
7910,552,114827
7915,535,107483
7915,524,103673
7915,518,101126
7915,551,114381
7915,501,94167
7915,505,96793
7915,554,115098
7915,520,101995
7915,550,114734
7915,550,114002
7920,552,113983
7920,522,102264
7920,565,120356
7920,491,90686
7920,463,81023
7920,493,91594
7920,473,84534
7920,488,90018
7920,525,103835
7920,495,92563
7925,532,105463
7925,579,126151
7925,510,97926
7925,512,99056
7925,551,114825
7925,553,114894
7925,575,124806
7925,448,75794
7925,542,110340
7925,512,98694
7930,529,105689
7930,511,98420
7930,486,89591
7930,519,101811
7930,548,113461
7930,500,94661
7930,516,100309
7930,526,104248
7930,543,111194
7930,496,92852
7935,531,106558
7935,532,106726
7935,484,88557
7935,549,113816
7935,473,84986
7935,496,93100
7935,521,102586
7935,578,125985
7935,534,107603
7935,560,118803
7940,467,82514
7940,563,119984
7940,565,119367
7940,463,81169
7940,508,96869
7940,472,84248
7940,518,101372
7940,462,81036
7940,510,98302
7940,441,73056
7945,564,119429
7945,583,129048
7945,508,96806
7945,562,118897
7945,555,115969
7945,467,83003
7945,535,108185
7945,543,111287
7945,494,92531
7945,502,95656
7950,533,106894
7950,488,89615
7950,506,96488
7950,496,92353
7950,496,92447
7950,497,93539
7950,466,81913
7950,524,103179
7950,510,98198
7950,482,87827
7955,496,93195
7955,510,98090
7955,520,102394
7955,505,96103
7955,493,91590
7955,534,107688
7955,532,107085
7955,467,82363
7955,552,115604
7955,538,109077
7960,504,96060
7960,518,101284
7960,430,69914
7960,513,99476
7960,498,93670
7960,508,97912
7960,509,97496
7960,515,100227
7960,524,102926
7960,471,84307
7965,516,99821
7965,551,113670
7965,503,95511
7965,522,102811
7965,458,79692
7965,515,100190
7965,483,88285
7965,454,77884
7965,522,103204
7965,520,102529
7970,463,80853
7970,529,105656
7970,449,75812
7970,526,103895
7970,511,98507
7970,485,88523
7970,500,93855
7970,478,86551
7970,537,108766
7970,481,87231
7975,508,97671
7975,454,77628
7975,533,106725
7975,542,110679
7975,514,99290
7975,445,74640
7975,506,96600
7975,457,79006
7975,488,89904
7975,514,99686
7980,493,91639
7980,473,84595
7980,484,88576
7980,518,101293
7980,501,94968
7980,546,112557
7980,424,67876
7980,555,116423
7980,500,93426
7980,470,83497
7985,486,89252
7985,455,78538
7985,396,59136
7985,452,77116
7985,477,85915
7985,482,88189
7985,465,81527
7985,543,110552
7985,496,93415
7985,533,106862
7990,458,79692
7990,473,84179
7990,526,105046
7990,496,92653
7990,472,84406
7990,464,81568
7990,510,98165
7990,515,100321
7990,505,94998
7990,485,88646
7995,496,92763
7995,448,75538
7995,490,90137
7995,487,89865
7995,484,87922
7995,438,72663
7995,469,83372
7995,498,93789
7995,494,92015
7995,520,101239
8000,490,90175
8000,479,86523
8000,485,88274
8000,507,97413
8000,523,103260
8000,480,86979
8000,421,66773
8000,503,95058
8000,474,85244
8000,466,82042
